,Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
705,Fortitude Valley,-27.4562467,153.0358184,Fortitude Valley PCYC,-27.45353,153.03712,Gym
706,Fortitude Valley,-27.4562467,153.0358184,Pita Pit,-27.453373733950173,153.0344452360143,Sandwich Place
707,Fortitude Valley,-27.4562467,153.0358184,Messina,-27.456386,153.040193,Ice Cream Shop
708,Fortitude Valley,-27.4562467,153.0358184,The Calile Hotel,-27.4568,153.04034,Hotel
709,Fortitude Valley,-27.4562467,153.0358184,K2 Base Camp,-27.459055258035708,153.03213404570195,Sporting Goods Shop
710,Herston,-27.446789799999998,153.02279130000002,Victoria Park Bistro,-27.450703953741968,153.02054972778944,Bar
711,Herston,-27.446789799999998,153.02279130000002,Victoria Park Golf Complex,-27.450763635717372,153.02063596106524,Golf Course
712,Herston,-27.446789799999998,153.02279130000002,Victoria Park Putt Putt,-27.450649597061297,153.02026113404048,Mini Golf
713,Herston,-27.446789799999998,153.02279130000002,Herston Busway Station,-27.449691446349274,153.02541623941613,Bus Station
714,Herston,-27.446789799999998,153.02279130000002,Perrotts Florists,-27.44555972530686,153.0272760618626,Flower Shop
715,Highgate Hill,-27.487664600000002,153.01757519999998,Highgate Hill Park,-27.487197393541766,153.01707168163213,Park
716,Highgate Hill,-27.487664600000002,153.01757519999998,Riverwalk Tandoori,-27.48465,153.01938,Indian Restaurant
717,Highgate Hill,-27.487664600000002,153.01757519999998,Thai on High,-27.48486938079916,153.01985263824463,Thai Restaurant
718,Highgate Hill,-27.487664600000002,153.01757519999998,Pear Cafe,-27.48465,153.01938,Café
719,Highgate Hill,-27.487664600000002,153.01757519999998,Vvaldmeer,-27.4848,153.01997,Café
720,Kangaroo Point,-27.4736234,153.0364287,Riverlife,-27.474753910992938,153.03439720758684,Athletics & Sports
721,Kangaroo Point,-27.4736234,153.0364287,Kangaroo Point Park,-27.476103044470573,153.03513050079346,Park
722,Kangaroo Point,-27.4736234,153.0364287,The Point,-27.47389547975873,153.0365167908809,Hotel
723,Kangaroo Point,-27.4736234,153.0364287,Bar Spritz,-27.476867,153.034917,Restaurant
724,Kangaroo Point,-27.4736234,153.0364287,Cafe Dockside,-27.472361586877277,153.03727956292428,Café
725,Kangaroo Point,-27.4736234,153.0364287,Mitoki,-27.46929951156781,153.03608866672033,Japanese Restaurant
726,Kangaroo Point,-27.4736234,153.0364287,Summer House,-27.469286849511956,153.03687143801022,Breakfast Spot
727,Kangaroo Point,-27.4736234,153.0364287,The Docks on Goodwin,-27.469975807548206,153.03629352091582,Hotel
728,Kangaroo Point,-27.4736234,153.0364287,Dockside Apartment Hotel,-27.472302203136035,153.0375135737119,Hotel
729,Kangaroo Point,-27.4736234,153.0364287,Lamberts,-27.47409,153.03653,Restaurant
730,Kangaroo Point,-27.4736234,153.0364287,Dockside Ferry Terminal,-27.472429082623574,153.0389633262417,Pier
731,Kangaroo Point,-27.4736234,153.0364287,CityFerry,-27.471238494089974,153.03406095246265,Boat or Ferry
732,Kangaroo Point,-27.4736234,153.0364287,Dockside Marina,-27.470813029666793,153.03870157980558,Harbor / Marina
733,Kangaroo Point,-27.4736234,153.0364287,River Terrace - Bus Stop 8,-27.47708225,153.03565996,Bus Station
734,Kangaroo Point,-27.4736234,153.0364287,City Hopper,-27.471806530324965,153.03300792564494,Boat or Ferry
735,Kangaroo Point,-27.4736234,153.0364287,Shafston University Mansions's Gym,-27.476595526648794,153.03980361487783,Gym
736,Kangaroo Point,-27.4736234,153.0364287,Bell Jar Café,-27.47682,153.03954,Café
737,Kelvin Grove,-27.449426300000002,153.01134199999998,DannyBoys,-27.45274714426303,153.01431916885858,Sandwich Place
738,Kelvin Grove,-27.449426300000002,153.01134199999998,Red Rooster,-27.45166525847588,153.01098080562755,Fast Food Restaurant
739,Kelvin Grove,-27.449426300000002,153.01134199999998,KFC,-27.447745617888508,153.00991678701132,Fast Food Restaurant
740,Kelvin Grove,-27.449426300000002,153.01134199999998,Chalk & Cheese,-27.44908,153.01058,Wine Shop
741,Kelvin Grove,-27.449426300000002,153.01134199999998,Moy St Bus Stop 14,-27.448319583599606,153.0104046283489,Bus Station
742,Kelvin Grove,-27.449426300000002,153.01134199999998,Thai Ayuthaya,-27.44804,153.00984,Thai Restaurant
743,Kelvin Grove,-27.449426300000002,153.01134199999998,Grey Gums Park,-27.45164,153.01357,Park
744,Kelvin Grove,-27.449426300000002,153.01134199999998,Brewed Awakening,-27.451084162267435,153.01517824184023,Café
745,Kelvin Grove,-27.449426300000002,153.01134199999998,Beadles Coffee Cart,-27.45111605924077,153.01539074231502,Coffee Shop
746,Kelvin Grove,-27.449426300000002,153.01134199999998,Sago Vietnamese Restaurant,-27.452720289040837,153.0142967165351,Vietnamese Restaurant
747,Kelvin Grove,-27.449426300000002,153.01134199999998,QUT Inter Campus Bus Stop,-27.45193220438326,153.0155509696321,Bus Stop
748,Kelvin Grove,-27.449426300000002,153.01134199999998,Kelvin Grove Seafood & Takeaway,-27.445478811301385,153.00891249164073,Seafood Restaurant
749,New Farm,-27.4654745,153.0461335,New Farm Deli,-27.467474889475955,153.0470386892787,Deli / Bodega
750,New Farm,-27.4654745,153.0461335,The Smoke BBQ,-27.46662463819863,153.04665567187337,BBQ Joint
751,New Farm,-27.4654745,153.0461335,Dicki’s,-27.467525,153.046536,Café
752,New Farm,-27.4654745,153.0461335,Vue Lounge,-27.466845024362772,153.04656556479793,Italian Restaurant
753,New Farm,-27.4654745,153.0461335,New Farm Cinemas,-27.464694709429057,153.0425189139221,Indie Movie Theater
754,New Farm,-27.4654745,153.0461335,Chouquette,-27.464759353940597,153.04242721406294,Bakery
755,New Farm,-27.4654745,153.0461335,DA'Burger,-27.46689578594472,153.04589977266272,Burger Joint
756,New Farm,-27.4654745,153.0461335,Death Before Decaf,-27.46507155737294,153.0434134797674,Café
757,New Farm,-27.4654745,153.0461335,Bitter Suite,-27.464829966492672,153.05014642525492,American Restaurant
758,New Farm,-27.4654745,153.0461335,Continental Cafe,-27.46484529248309,153.04224475911658,Café
759,New Farm,-27.4654745,153.0461335,Little Loco,-27.46544,153.04813,Coffee Shop
760,New Farm,-27.4654745,153.0461335,Gertie's Bar & Lounge,-27.464434902251167,153.04257959778008,Cocktail Bar
761,New Farm,-27.4654745,153.0461335,Cafe 63,-27.468439650016116,153.04790327572226,Café
762,New Farm,-27.4654745,153.0461335,Casa Italia Pizza & Pasta Cafe,-27.46374772634908,153.05051893986578,Italian Restaurant
763,New Farm,-27.4654745,153.0461335,Coles,-27.466896693796105,153.04710775113003,Supermarket
764,New Farm,-27.4654745,153.0461335,Merthyr Village,-27.46693280477326,153.0469444972817,Shopping Mall
765,New Farm,-27.4654745,153.0461335,Snap Fitness 24-7,-27.46326330457902,153.049910623479,Gym / Fitness Center
766,New Farm,-27.4654745,153.0461335,Taj Mahal,-27.464438045982316,153.04269438368905,Indian Restaurant
767,New Farm,-27.4654745,153.0461335,Domino's Pizza,-27.463854,153.041749,Pizza Place
768,New Farm,-27.4654745,153.0461335,Arriva Italian Restaurant,-27.46716,153.04576,Pizza Place
769,New Farm,-27.4654745,153.0461335,Majo's Italian Restaurant,-27.464261846151885,153.0423391181272,Italian Restaurant
770,New Farm,-27.4654745,153.0461335,Chai Thai,-27.463107599539626,153.05041538029803,Thai Restaurant
771,New Farm,-27.4654745,153.0461335,The Fish Cafe,-27.46850130178629,153.0480056516108,Seafood Restaurant
772,New Farm,-27.4654745,153.0461335,Nash Theatre,-27.4686,153.04436,Theater
773,New Farm,-27.4654745,153.0461335,Edward Lodge,-27.469363,153.047257,Hotel
774,New Farm,-27.4654745,153.0461335,Casa Italia Community Centre,-27.463114573918883,153.05040420511605,Italian Restaurant
775,Newstead,-27.4453279,153.0444763,Rogue Bar + Bistro,-27.445978779968602,153.04387902212548,Bistro
776,Newstead,-27.4453279,153.0444763,Newstead Park,-27.442325666940185,153.0468463897705,Park
777,Newstead,-27.4453279,153.0444763,Range Brewing,-27.44808,153.04363,Brewery
778,Newstead,-27.4453279,153.0444763,Waterfront Park,-27.449141,153.046861,Park
779,Newstead,-27.4453279,153.0444763,Golden Pig,-27.44253,153.04276,Asian Restaurant
780,Newstead,-27.4453279,153.0444763,The Boo,-27.444699094468838,153.0425152723217,Café
781,Newstead,-27.4453279,153.0444763,Morgan and Wacker,-27.44163890584987,153.0435040607227,Motorcycle Shop
782,Newstead,-27.4453279,153.0444763,Malt Pier,-27.447934606426564,153.04651327776915,Café
783,Newstead,-27.4453279,153.0444763,Newstead House,-27.44441260527745,153.04489086826467,Monument / Landmark
784,Newstead,-27.4453279,153.0444763,Newstead Terrace Park,-27.446789940226147,153.04688125169844,Park
785,Newstead,-27.4453279,153.0444763,Waterside Cafe Noodle Bar & Thai Cuisine,-27.442037,153.044631,Asian Restaurant
786,Newstead,-27.4453279,153.0444763,Healthy Habits,-27.443122992503614,153.04134210403635,Sandwich Place
787,Newstead,-27.4453279,153.0444763,The Lazy Dog,-27.449073,153.044518,Café
788,Newstead,-27.4453279,153.0444763,Kebab O'Clock,-27.44918412279476,153.0437074975034,Kebab Restaurant
789,Paddington,-27.4604626,153.0019682,Marinara Trattoria,-27.459414855792716,153.00139656496344,Italian Restaurant
790,Paddington,-27.4604626,153.0019682,Presents of Mind,-27.46031,153.0033,Toy / Game Store
791,Paddington,-27.4604626,153.0019682,Grappino,-27.461475,153.005451,Italian Restaurant
792,Paddington,-27.4604626,153.0019682,Kathmandu Newa Chhe'n,-27.45903,152.99925,Himalayan Restaurant
793,Paddington,-27.4604626,153.0019682,remy's,-27.459083679246145,152.9975976277365,Café
794,Paddington,-27.4604626,153.0019682,Sassafras Canteen,-27.459512290419863,152.99818192793418,Café
795,Paddington,-27.4604626,153.0019682,Fundies,-27.461496730157172,153.00576038680856,Café
796,Paddington,-27.4604626,153.0019682,Anouk,-27.461583839013073,153.0055451048261,Café
797,Paddington,-27.4604626,153.0019682,Kettle & Tin,-27.4615364819313,153.0058689192173,Café
798,Paddington,-27.4604626,153.0019682,The Coffee Club,-27.46066,153.00375,Coffee Shop
799,Paddington,-27.4604626,153.0019682,Il Posto,-27.458873,152.997619,Italian Restaurant
800,Paddington,-27.4604626,153.0019682,Hai-Hai Ramen,-27.45916271259512,152.9977907890071,Ramen Restaurant
801,Paddington,-27.4604626,153.0019682,Domino's Pizza,-27.46141797761203,153.00514902889594,Pizza Place
802,Paddington,-27.4604626,153.0019682,Its Mirchi Indian Restaurant,-27.460536058664513,153.00254499038746,Indian Restaurant
803,Paddington,-27.4604626,153.0019682,Paddington Central,-27.458792857392496,152.99797743056308,Shopping Mall
804,Paddington,-27.4604626,153.0019682,Woolworths,-27.45876625105065,152.99806354225137,Supermarket
805,Paddington,-27.4604626,153.0019682,Merlo,-27.459378744556908,152.99879147256124,Coffee Shop
806,Paddington,-27.4604626,153.0019682,Blake & Taylor,-27.460230411339303,153.00255648717555,Furniture / Home Store
807,Paddington,-27.4604626,153.0019682,Cuppa’Ccinos,-27.45907,153.00145,Coffee Shop
808,Paddington,-27.4604626,153.0019682,Retro Metro,-27.460323638311305,153.0028309592429,Thrift / Vintage Store
809,Paddington,-27.4604626,153.0019682,Ginza,-27.458908654628704,153.00156201732284,Boutique
810,Paddington,-27.4604626,153.0019682,Gnocchi Gnocchi Brothers,-27.46177653112978,153.00577640533444,Italian Restaurant
811,Paddington,-27.4604626,153.0019682,Spiros,-27.45885,152.998079,Liquor Store
812,Paddington,-27.4604626,153.0019682,Liquorland,-27.460118045036438,153.00690806647478,Liquor Store
813,Paddington,-27.4604626,153.0019682,McGuire's Super Cellars,-27.460235603072825,153.00691919263775,Liquor Store
814,Paddington,-27.4604626,153.0019682,Fit n Fast,-27.461874055138026,153.00670686862344,Gym
815,Petrie Terrace,-27.463344699999997,153.0129803,Brewski,-27.464484100675666,153.01272507314098,Beer Bar
816,Petrie Terrace,-27.463344699999997,153.0129803,Scout,-27.461968370156733,153.01443048071417,Café
817,Petrie Terrace,-27.463344699999997,153.0129803,Black Hide Steakhouse,-27.464301217877843,153.01252039382334,Steakhouse
818,Petrie Terrace,-27.463344699999997,153.0129803,Palace Barracks,-27.465662234695586,153.01391813983116,Multiplex
819,Petrie Terrace,-27.463344699999997,153.0129803,The Barracks,-27.46543503081348,153.0136421083227,Shopping Mall
820,Petrie Terrace,-27.463344699999997,153.0129803,Suncorp Stadium,-27.464832375599798,153.0095100402832,Football Stadium
821,Petrie Terrace,-27.463344699999997,153.0129803,Sushi Edo,-27.46548,153.0135,Sushi Restaurant
822,Petrie Terrace,-27.463344699999997,153.0129803,Fritzenberger,-27.46495,153.01293,Burger Joint
823,Petrie Terrace,-27.463344699999997,153.0129803,Libertine Bar & Restaurant,-27.465358034474637,153.012953546255,Vietnamese Restaurant
824,Petrie Terrace,-27.463344699999997,153.0129803,Los Villanos,-27.46548,153.0135,Mexican Restaurant
825,Petrie Terrace,-27.463344699999997,153.0129803,Peasant,-27.465579132355337,153.01292369707338,Tapas Restaurant
826,Petrie Terrace,-27.463344699999997,153.0129803,Masala Art,-27.464997586387206,153.01306265767852,Indian Restaurant
827,Petrie Terrace,-27.463344699999997,153.0129803,Darling & Co,-27.46201,153.00876,Australian Restaurant
828,Petrie Terrace,-27.463344699999997,153.0129803,Brisbane Arts Theatre,-27.461551847189774,153.01438896498485,Indie Theater
829,Petrie Terrace,-27.463344699999997,153.0129803,Sultan's Kitchen,-27.46205,153.00827,Indian Restaurant
830,Petrie Terrace,-27.463344699999997,153.0129803,Coles,-27.46527706120809,153.01335770045105,Supermarket
831,Petrie Terrace,-27.463344699999997,153.0129803,Caxton Hotel,-27.464197574068066,153.01243367142473,Bar
832,Petrie Terrace,-27.463344699999997,153.0129803,Tibetan Kitchen,-27.46145,153.01429,Tibetan Restaurant
833,Petrie Terrace,-27.463344699999997,153.0129803,Brisbane City YHA,-27.46671671212506,153.01277345014086,Hostel
834,Petrie Terrace,-27.463344699999997,153.0129803,The Normanby Hotel,-27.459160231010138,153.0145065807885,Pub
835,Petrie Terrace,-27.463344699999997,153.0129803,Brisbane City Backpackers,-27.466693914348348,153.0132192805148,Hostel
836,Petrie Terrace,-27.463344699999997,153.0129803,Mövenpick,-27.465682610626367,153.01389673124913,Ice Cream Shop
837,Petrie Terrace,-27.463344699999997,153.0129803,Chill Backpackers,-27.466394164720462,153.01444939830148,Hostel
838,Petrie Terrace,-27.463344699999997,153.0129803,Normanby Busway Station,-27.463938461878257,153.0156402379286,Bus Station
839,Petrie Terrace,-27.463344699999997,153.0129803,Normanby Beer Garden,-27.459308,153.014636,Beer Garden
840,Red Hill,-27.4545228,153.0071405,Craft Wine Store,-27.45366,153.0056,Beer Store
841,Red Hill,-27.4545228,153.0071405,La Vosh Patisserie,-27.455292,153.006923,Bakery
842,Red Hill,-27.4545228,153.0071405,Nataraja Indian Restaurant,-27.45531958461648,153.0069368090406,Indian Restaurant
843,Red Hill,-27.4545228,153.0071405,Colle Rosso,-27.45306,153.00572,Italian Restaurant
844,Red Hill,-27.4545228,153.0071405,NoNo's Lebanese Food,-27.454974,153.006669,Lebanese Restaurant
845,Red Hill,-27.4545228,153.0071405,Plum Tucker,-27.452795282176165,153.00430131097352,Café
846,Red Hill,-27.4545228,153.0071405,Botanica Real Food,-27.45272,153.00405,Salad Place
847,Red Hill,-27.4545228,153.0071405,Red Rooster,-27.45166525847588,153.01098080562755,Fast Food Restaurant
848,Red Hill,-27.4545228,153.0071405,7-Eleven,-27.45531189116137,153.00668962310226,Convenience Store
849,Red Hill,-27.4545228,153.0071405,Mamm's Thai Noodles 'n' Rice,-27.45486,153.00657,Thai Restaurant
850,Red Hill,-27.4545228,153.0071405,Simply For Strings,-27.45561,153.00257,Music Store
851,South Brisbane,-27.482134000000002,153.0223507,Tippler's Tap,-27.480153,153.022817,Beer Bar
852,South Brisbane,-27.482134000000002,153.0223507,Siam,-27.480775702232943,153.02421812240885,Thai Restaurant
853,South Brisbane,-27.482134000000002,153.0223507,Baba Ganouj,-27.48085291141867,153.02293876184507,Coffee Shop
854,South Brisbane,-27.482134000000002,153.0223507,Harajuku Gyoza,-27.480663,153.023133,Dumpling Restaurant
855,South Brisbane,-27.482134000000002,153.0223507,Epicurious,-27.480085877472032,153.02446368931953,Garden
856,South Brisbane,-27.482134000000002,153.0223507,River Quay Green,-27.480499644480187,153.02500595268037,Park
857,South Brisbane,-27.482134000000002,153.0223507,Mado Turkish Restaurant,-27.48065645736277,153.0238905391355,Turkish Restaurant
858,South Brisbane,-27.482134000000002,153.0223507,South Bank Parklands,-27.478142242993226,153.0224583658463,Park
859,South Brisbane,-27.482134000000002,153.0223507,Streets Beach,-27.478362,153.023692,Beach
860,South Brisbane,-27.482134000000002,153.0223507,The Crepe Cafe,-27.480007222094443,153.023702453231,Creperie
861,South Brisbane,-27.482134000000002,153.0223507,Munich Brauhaus,-27.478717172848672,153.02294111342115,German Restaurant
862,South Brisbane,-27.482134000000002,153.0223507,Stoke Bar,-27.480963896714123,153.02587255726672,Cocktail Bar
863,South Brisbane,-27.482134000000002,153.0223507,The Manhattan Line,-27.480124190671955,153.02308379588393,Whisky Bar
864,South Brisbane,-27.482134000000002,153.0223507,Bar Merlo,-27.479896037511065,153.02071821072252,Coffee Shop
865,South Brisbane,-27.482134000000002,153.0223507,French Martini,-27.4797231088924,153.02300474679848,French Restaurant
866,South Brisbane,-27.482134000000002,153.0223507,Riverwalk Tandoori,-27.48465,153.01938,Indian Restaurant
867,South Brisbane,-27.482134000000002,153.0223507,Espresso Garage,-27.479536392002952,153.02261228493296,Coffee Shop
868,South Brisbane,-27.482134000000002,153.0223507,Bamboo Basket,-27.480532223108867,153.02287103856838,Chinese Restaurant
869,South Brisbane,-27.482134000000002,153.0223507,Zeus,-27.479443341251528,153.0221544752553,Greek Restaurant
870,South Brisbane,-27.482134000000002,153.0223507,Grill'd,-27.478962986147764,153.02184318488037,Burger Joint
871,South Brisbane,-27.482134000000002,153.0223507,Stokehouse,-27.48104898245303,153.0259761407203,Australian Restaurant
872,South Brisbane,-27.482134000000002,153.0223507,Thai on High,-27.48486938079916,153.01985263824463,Thai Restaurant
873,South Brisbane,-27.482134000000002,153.0223507,Max Brenner Chocolate Bar,-27.478599959657668,153.02279929931387,Dessert Shop
874,South Brisbane,-27.482134000000002,153.0223507,Next Door Kitchen And Bar,-27.477897976136745,153.02165973670162,Restaurant
875,South Brisbane,-27.482134000000002,153.0223507,Chocolateria San Churro,-27.477934564676904,153.02109824022205,Chocolate Shop
876,South Brisbane,-27.482134000000002,153.0223507,Pear Cafe,-27.48465,153.01938,Café
877,South Brisbane,-27.482134000000002,153.0223507,Golden King Bakery II,-27.48462,153.02006,Bakery
878,South Brisbane,-27.482134000000002,153.0223507,Thirsty Camel,-27.48462,153.02006,Liquor Store
879,South Brisbane,-27.482134000000002,153.0223507,Vvaldmeer,-27.4848,153.01997,Café
880,South Brisbane,-27.482134000000002,153.0223507,NightOwl,-27.48458480468914,153.01966254707537,Convenience Store
881,Spring Hill,-27.461441600000004,153.0257338,jak + hill,-27.4636262353871,153.0256167938703,Café
882,Spring Hill,-27.461441600000004,153.0257338,Punthill Apartment Hotels,-27.46359750681775,153.02561737735346,Hotel
883,Spring Hill,-27.461441600000004,153.0257338,The Alliance Hotel,-27.46127163241193,153.02637019838605,Gastropub
884,Spring Hill,-27.461441600000004,153.0257338,Bishamon Japanese Restaurant,-27.46042842813539,153.0217266843895,Japanese Restaurant
885,Spring Hill,-27.461441600000004,153.0257338,Domino's Pizza,-27.46113607829308,153.0244133188295,Pizza Place
886,Spring Hill,-27.461441600000004,153.0257338,Sisco Bcl,-27.46045629106963,153.02178839924113,Café
887,Spring Hill,-27.461441600000004,153.0257338,WickEd Corner Cafe,-27.46509572941991,153.0247875687004,Café
888,Spring Hill,-27.461441600000004,153.0257338,Spring Hill Deli,-27.460371054123605,153.02138444589852,Deli / Bodega
889,Spring Hill,-27.461441600000004,153.0257338,St Paul's Tavern,-27.4618247242639,153.02638343062424,Pub
890,Spring Hill,-27.461441600000004,153.0257338,Holy Moly Espresso,-27.461555743409058,153.02645786858398,Café
891,Spring Hill,-27.461441600000004,153.0257338,Cuvée Lounge Bar,-27.465727122148166,153.02633301975158,Cocktail Bar
892,Spring Hill,-27.461441600000004,153.0257338,Club Sofitel,-27.465459227241176,153.025919253446,Hotel Bar
893,Spring Hill,-27.461441600000004,153.0257338,Burrito Bar,-27.46165,153.02615,Burrito Place
894,Spring Hill,-27.461441600000004,153.0257338,Sofitel Brisbane Central,-27.465673290986302,153.02601485561752,Hotel
895,Spring Hill,-27.461441600000004,153.0257338,Woolworths,-27.46204439801219,153.0301501001157,Supermarket
896,Spring Hill,-27.461441600000004,153.0257338,Spring Hill Baths,-27.460150493927394,153.02142899978335,Gym Pool
897,Spring Hill,-27.461441600000004,153.0257338,Mantra Terrace Hotel,-27.463286179360384,153.0258627404928,Hotel
898,Spring Hill,-27.461441600000004,153.0257338,Sportsman Hotel,-27.462596858748384,153.0248819609991,Pub
899,Spring Hill,-27.461441600000004,153.0257338,O Bar,-27.463577965552815,153.02595342601478,Hotel Bar
900,Spring Hill,-27.461441600000004,153.0257338,7-Eleven,-27.461657532357435,153.02618265151978,Convenience Store
901,Spring Hill,-27.461441600000004,153.0257338,Hotel Grand Chancellor,-27.46228481229595,153.02190410471997,Hotel
902,Spring Hill,-27.461441600000004,153.0257338,Subway,-27.46029,153.02267,Sandwich Place
903,Spring Hill,-27.461441600000004,153.0257338,Subway,-27.46199011796937,153.03029224922906,Sandwich Place
904,Spring Hill,-27.461441600000004,153.0257338,Novotel,-27.46365982893564,153.02675755415225,Hotel
905,Spring Hill,-27.461441600000004,153.0257338,Cathedral Square,-27.463678628585747,153.02915023277959,Plaza
906,Spring Hill,-27.461441600000004,153.0257338,International Hotel,-27.460349051195685,153.02155910782625,Bar
907,Spring Hill,-27.461441600000004,153.0257338,Beer Wine Spirits (BWS),-27.46190396633412,153.0261894580145,Liquor Store
908,Spring Hill,-27.461441600000004,153.0257338,Shøøting Gallery,-27.461757491334843,153.02774369716644,Art Gallery
909,Spring Hill,-27.461441600000004,153.0257338,Plan B,-27.463230459471614,153.02691958697687,Café
910,Spring Hill,-27.461441600000004,153.0257338,Spring Hill Sushi,-27.46263,153.02339,Sushi Restaurant
911,Spring Hill,-27.461441600000004,153.0257338,The Johnson,-27.460219706480245,153.02315199297084,Hotel
912,Teneriffe,-27.4569762,153.0465176,La Macelleria Gelateria,-27.455687843610768,153.04911259889113,Ice Cream Shop
913,Teneriffe,-27.4569762,153.0465176,Zero Fox,-27.454643921086404,153.049551571671,Beer Bar
914,Teneriffe,-27.4569762,153.0465176,Green Beacon Brewing Co,-27.45292585143112,153.04654699164436,Brewery
915,Teneriffe,-27.4569762,153.0465176,Botanica Real Food,-27.45532,153.04239,Salad Place
916,Teneriffe,-27.4569762,153.0465176,Teneriffe River Walk,-27.458978620517453,153.05061852298888,Trail
917,Teneriffe,-27.4569762,153.0465176,Brio Breakfast Bar Dining,-27.454592269931045,153.04953658245879,Café
918,Teneriffe,-27.4569762,153.0465176,The Gettin' Place,-27.46065,153.04447,Café
919,Teneriffe,-27.4569762,153.0465176,Beccofino,-27.455996410032064,153.0497776050994,Italian Restaurant
920,Teneriffe,-27.4569762,153.0465176,Caffeine Espresso and Wine Bar,-27.454226825524643,153.04648341301674,Coffee Shop
921,Teneriffe,-27.4569762,153.0465176,Fish's Seafood Market,-27.456084291242494,153.04981010115858,Fish Market
922,Teneriffe,-27.4569762,153.0465176,Ruean Phae Thai Restaurant,-27.45294,153.04762,Thai Restaurant
923,Teneriffe,-27.4569762,153.0465176,Teneriffe Park,-27.457939946025753,153.04721117019653,Park
924,Teneriffe,-27.4569762,153.0465176,The Klay Oven,-27.45605,153.049848,Indian Restaurant
925,Teneriffe,-27.4569762,153.0465176,Red Brick Studios,-27.4532894566749,153.04431694662534,Dance Studio
926,West End,-27.480432699999998,153.0128302,Avid Reader,-27.48057427632609,153.012093662355,Bookstore
927,West End,-27.480432699999998,153.0128302,Brisbane Brewing Co,-27.480030626869144,153.0124653366616,Brewery
928,West End,-27.480432699999998,153.0128302,Grill'd,-27.478230026423958,153.01265853503781,Burger Joint
929,West End,-27.480432699999998,153.0128302,Lokal+Co,-27.4798,153.01357,Scandinavian Restaurant
930,West End,-27.480432699999998,153.0128302,BlackStar Roastery Works,-27.4810507657552,153.01137511670078,Coffee Shop
931,West End,-27.480432699999998,153.0128302,Cobbler,-27.477930768616144,153.01321058081496,Cocktail Bar
932,West End,-27.480432699999998,153.0128302,Indian Kitchen,-27.480896373819935,153.01182808992235,Indian Restaurant
933,West End,-27.480432699999998,153.0128302,The Catchment Brewing Co.,-27.48076249243476,153.01211505564936,Brewery
934,West End,-27.480432699999998,153.0128302,The End,-27.480921336058014,153.01093674680592,Bar
935,West End,-27.480432699999998,153.0128302,The Burrow,-27.47968,153.01279,Beer Bar
936,West End,-27.480432699999998,153.0128302,Little Greek Taverna,-27.4775267387418,153.01274067838992,Greek Restaurant
937,West End,-27.480432699999998,153.0128302,Archive Beer Boutique,-27.479070247026133,153.0124847698899,Beer Bar
938,West End,-27.480432699999998,153.0128302,West End Coffee House,-27.48090048298534,153.01163327190412,Coffee Shop
939,West End,-27.480432699999998,153.0128302,Jungle,-27.48077,153.01174,Cocktail Bar
940,West End,-27.480432699999998,153.0128302,King Ahiram Lebanese Food,-27.480886,153.01237,Lebanese Restaurant
941,West End,-27.480432699999998,153.0128302,Posto Espresso,-27.48275,153.01148,Breakfast Spot
942,West End,-27.480432699999998,153.0128302,Bird's Nest Yakitori & Bar,-27.47697675639391,153.0129768558959,Japanese Restaurant
943,West End,-27.480432699999998,153.0128302,Siam Samrarn,-27.476648931599385,153.01229289311723,Thai Restaurant
944,West End,-27.480432699999998,153.0128302,Wrapture Cafe,-27.4788635999423,153.01351812930983,Café
945,West End,-27.480432699999998,153.0128302,Jet Black Cat Records,-27.480761,153.011474,Record Shop
946,West End,-27.480432699999998,153.0128302,Kim Thanh Hot Bread,-27.480869209971594,153.011473820811,Bakery
947,West End,-27.480432699999998,153.0128302,Miss Bliss Whole Foods Kitchen,-27.48112,153.01157,Vegetarian / Vegan Restaurant
948,West End,-27.480432699999998,153.0128302,vegeme,-27.47699,153.01304,Vegetarian / Vegan Restaurant
949,West End,-27.480432699999998,153.0128302,Bent Books,-27.48116,153.01184,Bookstore
950,West End,-27.480432699999998,153.0128302,Atomica Eat Drink,-27.480063349901513,153.01224373139945,Café
951,West End,-27.480432699999998,153.0128302,PJ's Steaks,-27.480042901783886,153.01225531900462,Sandwich Place
952,West End,-27.480432699999998,153.0128302,Lychee Lounge,-27.47858492431005,153.0125126026823,Bar
953,West End,-27.480432699999998,153.0128302,Little Malaysia,-27.481081335211893,153.01203365507,Malay Restaurant
954,West End,-27.480432699999998,153.0128302,Sea Fuel,-27.48087,153.00963,Fish & Chips Shop
955,West End,-27.480432699999998,153.0128302,Eros,-27.47776880125421,153.01262988515424,Café
956,West End,-27.480432699999998,153.0128302,The Bearded Lady,-27.480484637990333,153.01221033236695,Cocktail Bar
957,West End,-27.480432699999998,153.0128302,Izakana-Ya Okuman,-27.47699,153.01304,Japanese Restaurant
958,West End,-27.480432699999998,153.0128302,Three Monkeys Coffee & Tea House,-27.477018390655324,153.01235856141693,Coffee Shop
959,West End,-27.480432699999998,153.0128302,Arabella’s Charcoal and Middle Eastern Cuisine,-27.47960600095013,153.01233976773253,Middle Eastern Restaurant
960,West End,-27.480432699999998,153.0128302,West End Garden,-27.47644914903551,153.01383464727925,Vietnamese Restaurant
961,West End,-27.480432699999998,153.0128302,The Fat Carrot,-27.48013,153.01254,Juice Bar
