,Cluster Labels,Address,Suburb,Region,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,Suburb Latitude,Suburb Longitude
0,0," Barking and Dagenham, London UK", Barking and Dagenham,London UK,Grocery Store,Supermarket,Park,Platform,Bus Stop,Gas Station,Pub,Furniture / Home Store,Café,Shopping Mall,51.5541171,0.150504343
1,0," Barnet, London UK", Barnet,London UK,Coffee Shop,Supermarket,Café,Turkish Restaurant,Pub,Italian Restaurant,Park,Pizza Place,Pharmacy,Grocery Store,51.612523,-0.211444271
2,0," Bexley, London UK", Bexley,London UK,Pub,Grocery Store,Supermarket,Fast Food Restaurant,Coffee Shop,Italian Restaurant,Clothing Store,Hotel,American Restaurant,Indian Restaurant,51.46196875,0.145698567
3,0," Brent, London UK", Brent,London UK,Coffee Shop,Sandwich Place,Indian Restaurant,Grocery Store,Clothing Store,Hotel,Pizza Place,Gym / Fitness Center,Portuguese Restaurant,Pharmacy,51.5638258,-0.275759656
4,0," Bromley, London UK", Bromley,London UK,Pub,Supermarket,Park,Fruit & Vegetable Store,Lake,Turkish Restaurant,Molecular Gastronomy Restaurant,Coffee Shop,Fast Food Restaurant,Platform,51.36685695,0.061709076
5,0," Camden, London UK", Camden,London UK,Pub,Café,Bakery,Movie Theater,Pizza Place,Garden,Coffee Shop,Park,Zoo Exhibit,Beer Store,51.54282705,-0.162488148
6,0," Croydon, London UK", Croydon,London UK,Tram Station,Café,Golf Course,Pub,Park,Hotel,Indian Restaurant,Coffee Shop,Gas Station,Supermarket,51.35505915,-0.064314477
7,0," Ealing, London UK", Ealing,London UK,Pub,Coffee Shop,Park,Italian Restaurant,Gym / Fitness Center,Hotel,Supermarket,Indian Restaurant,Burger Joint,Grocery Store,51.5250711,-0.314311918
8,0," Enfield, London UK", Enfield,London UK,Pub,Supermarket,Coffee Shop,Pizza Place,Grocery Store,Fast Food Restaurant,Turkish Restaurant,Clothing Store,Pharmacy,Gym / Fitness Center,51.64874005,-0.08098
9,0," Greenwich, London UK", Greenwich,London UK,Grocery Store,Pub,Park,Fast Food Restaurant,Café,Chinese Restaurant,Historic Site,Pizza Place,Rugby Pitch,Pharmacy,51.4686295,0.048838287
10,0," Hackney, London UK", Hackney,London UK,Pub,Coffee Shop,Café,Bakery,Cocktail Bar,Park,Brewery,Restaurant,Pizza Place,Wine Shop,51.54902985,-0.047798331
11,0," Hammersmith and Fulham, London UK", Hammersmith and Fulham,London UK,Pub,Café,Coffee Shop,Japanese Restaurant,Bakery,Park,Gastropub,Thai Restaurant,Middle Eastern Restaurant,Persian Restaurant,51.49824335,-0.227820959
12,0," Haringey, London UK", Haringey,London UK,Turkish Restaurant,Pub,Park,Café,Coffee Shop,Grocery Store,Mediterranean Restaurant,Bakery,Gym / Fitness Center,Italian Restaurant,51.58792985,-0.105410106
13,0," Harrow, London UK", Harrow,London UK,Indian Restaurant,Coffee Shop,Park,Pub,Fast Food Restaurant,Sandwich Place,Grocery Store,Gym,Supermarket,Café,51.5967688,-0.337275155
14,0," Havering, London UK", Havering,London UK,Pub,Grocery Store,Italian Restaurant,Coffee Shop,Supermarket,Café,Train Station,Sandwich Place,Park,Bakery,51.55792615,0.249812805
15,0," Hillingdon, London UK", Hillingdon,London UK,Coffee Shop,Pub,Grocery Store,Sandwich Place,Italian Restaurant,Indian Restaurant,Fish & Chips Shop,Supermarket,Gym / Fitness Center,Fast Food Restaurant,51.5425193,-0.448334931
16,0," Hounslow, London UK", Hounslow,London UK,Indian Restaurant,Coffee Shop,Grocery Store,Clothing Store,Bakery,Pub,Hotel,Sandwich Place,Supermarket,Park,51.46185455,-0.379924483
17,0," Islington, London UK", Islington,London UK,Pub,Café,Park,Theater,Coffee Shop,Italian Restaurant,Deli / Bodega,Fish Market,Beer Bar,Mediterranean Restaurant,51.5471563,-0.101693691
18,0," Kensington and Chelsea, London UK", Kensington and Chelsea,London UK,Garden,Supermarket,Restaurant,Gym / Fitness Center,Bakery,Italian Restaurant,Juice Bar,Café,Art Gallery,Pub,51.50363165,-0.200684242
19,0," Kingston upon Thames, London UK", Kingston upon Thames,London UK,Coffee Shop,Grocery Store,Pub,Park,Pharmacy,Supermarket,Korean Restaurant,Fast Food Restaurant,Gym / Fitness Center,Train Station,51.38177625,-0.276987234
20,0," Lambeth, London UK", Lambeth,London UK,Coffee Shop,Pub,Park,Café,Brewery,Pizza Place,Market,Italian Restaurant,Portuguese Restaurant,Bar,51.46021835,-0.121445204
21,0," Lewisham, London UK", Lewisham,London UK,Pub,Café,Coffee Shop,Park,Indian Restaurant,Italian Restaurant,Gastropub,Turkish Restaurant,Bakery,Bar,51.45343165,-0.012510532
22,0," Merton, London UK", Merton,London UK,Pub,Park,Sushi Restaurant,Italian Restaurant,Lebanese Restaurant,Coffee Shop,Burger Joint,Bar,Asian Restaurant,Indian Restaurant,51.41080285,-0.188098506
23,0," Newham, London UK", Newham,London UK,Pub,Hotel,Indian Restaurant,Café,Park,Coffee Shop,Supermarket,Grocery Store,Sandwich Place,Fish & Chips Shop,51.52999955,0.02931796
24,0," Redbridge, London UK", Redbridge,London UK,Grocery Store,Pub,Pizza Place,Indian Restaurant,Hotel,Gym / Fitness Center,Coffee Shop,Park,Playground,Metro Station,51.5863662,0.069759116
25,0," Richmond upon Thames, London UK", Richmond upon Thames,London UK,Pub,Park,Café,Italian Restaurant,Garden,Coffee Shop,Hotel,Supermarket,Bakery,Gastropub,51.44046095,-0.305519236
26,0," Southwark, London UK", Southwark,London UK,Pub,Café,Pizza Place,Park,Bar,Italian Restaurant,Gastropub,Coffee Shop,Burger Joint,Indian Restaurant,51.46542615,-0.069153641
27,0," Sutton, London UK", Sutton,London UK,Pub,Grocery Store,Coffee Shop,Park,Clothing Store,Pizza Place,Supermarket,Café,Pharmacy,Sandwich Place,51.3575114,-0.173640123
28,0," Tower Hamlets, London UK", Tower Hamlets,London UK,Pub,Coffee Shop,Park,Canal Lock,Gym / Fitness Center,Bar,Café,Beer Bar,Hotel,Farm,51.51456185,-0.035012262
29,0," Waltham Forest, London UK", Waltham Forest,London UK,Pub,Coffee Shop,Supermarket,Café,Sandwich Place,Grocery Store,Turkish Restaurant,Pizza Place,Gym / Fitness Center,Brewery,51.59816935,-0.017836675
30,0," Wandsworth, London UK", Wandsworth,London UK,Pub,Park,Coffee Shop,Café,Pizza Place,Supermarket,Tennis Stadium,Tennis Court,French Restaurant,Scenic Lookout,51.4518447,-0.199372243
31,0,"Acacia Ridge, Brisbane",Acacia Ridge,Brisbane,Fast Food Restaurant,Mexican Restaurant,Sandwich Place,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Farmers Market,Farm,Falafel Restaurant,-27.5857312,153.025206
32,0,"Adachi, Tokyo Japan",Adachi,Tokyo Japan,Convenience Store,Ramen Restaurant,Discount Store,Supermarket,Italian Restaurant,Steakhouse,Café,Fast Food Restaurant,Clothing Store,Drugstore,35.783703,139.795319
33,3,"Addington, Christchurch New Zealand",Addington,Christchurch New Zealand,Café,Sporting Goods Shop,Racetrack,Coffee Shop,Pet Store,Hostel,Fast Food Restaurant,Pizza Place,Theater,Falafel Restaurant,-43.5429362,172.6125849
34,0,"Agripada, Mumbai City India",Agripada,Mumbai City India,Bakery,Hostel,Grocery Store,Pool,Athletics & Sports,Coffee Shop,Garden,Fabric Shop,Factory,Falafel Restaurant,18.9753024,72.8248975
35,3,"Albion, Brisbane",Albion,Brisbane,Fast Food Restaurant,Café,Bakery,Sandwich Place,Sushi Restaurant,Train Station,Turkish Restaurant,Indian Restaurant,Comedy Club,Filipino Restaurant,-27.4303642,153.0421201
36,0,"Alderley, Brisbane",Alderley,Brisbane,Grocery Store,Supermarket,Thai Restaurant,Athletics & Sports,Thrift / Vintage Store,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,-27.4258161,153.002316
37,3,"Alexandria, Sydney",Alexandria,Sydney,Café,Furniture / Home Store,Italian Restaurant,Men's Store,Liquor Store,BBQ Joint,Bakery,Seafood Restaurant,Pet Store,Bar,-33.9091568,151.1921281
38,0,"Algester, Brisbane",Algester,Brisbane,Bus Station,Chinese Restaurant,Burger Joint,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-27.6109526,153.0315999
39,0,"Allerton, New York City US",Allerton,New York City US,Pizza Place,Supermarket,Chinese Restaurant,Deli / Bodega,Department Store,Bus Station,Fried Chicken Joint,Martial Arts Dojo,Playground,Bike Trail,40.86578788,-73.85931863
40,3,"Altamount Road, Mumbai City India",Altamount Road,Mumbai City India,Café,Diner,Theater,Bookstore,Fast Food Restaurant,Coffee Shop,Park,Concert Hall,Indian Restaurant,Salon / Barbershop,18.9663549,72.8091632
41,0,"Anand Vihar, New Delhi India",Anand Vihar,New Delhi India,Multiplex,Pizza Place,Hotel,Movie Theater,Zoo Exhibit,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,28.641115,77.3125024
42,3,"Andingmen, Beijing China",Andingmen,Beijing China,Café,Bar,Hotel,Chinese Restaurant,Coffee Shop,Historic Site,Yunnan Restaurant,Fast Food Restaurant,Vegetarian / Vegan Restaurant,Japanese Restaurant,39.9477287,116.402067
43,0,"Angeles Mesa, Los Angeles US",Angeles Mesa,Los Angeles US,Playground,Restaurant,Deli / Bodega,Fast Food Restaurant,Wine Bar,Seafood Restaurant,Burger Joint,Eye Doctor,Fabric Shop,Factory,33.9914024,-118.3195196
44,0,"Angelino Heights, Los Angeles US",Angelino Heights,Los Angeles US,Taco Place,Jewelry Store,Pizza Place,Motel,Hotel,BBQ Joint,Market,Bakery,Art Gallery,Boxing Gym,34.0702889,-118.2547965
45,0,"Annadale, New York City US",Annadale,New York City US,Bakery,Restaurant,Train Station,Pub,Diner,Sports Bar,American Restaurant,Pizza Place,Farmers Market,Film Studio,40.53811417,-74.17854866
46,3,"Annandale, Sydney",Annandale,Sydney,Café,Pub,Pizza Place,Park,Liquor Store,Italian Restaurant,Grocery Store,Fried Chicken Joint,Australian Restaurant,Sushi Restaurant,-33.881224,151.1709976
47,0,"Annerley, Brisbane",Annerley,Brisbane,Café,Pharmacy,Train Station,Gym / Fitness Center,Sporting Goods Shop,Coffee Shop,Grocery Store,Camera Store,Sandwich Place,Comic Shop,-27.5093469,153.0321211
48,0,"Arakawa, Tokyo Japan",Arakawa,Tokyo Japan,Ramen Restaurant,BBQ Joint,Japanese Restaurant,Sake Bar,Park,Coffee Shop,Hotel,Shopping Mall,Café,Chinese Restaurant,35.737529,139.78131
49,1,"Aranui, Christchurch New Zealand",Aranui,Christchurch New Zealand,Park,Fried Chicken Joint,Pharmacy,Sports Club,Farmers Market,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,-43.5144829,172.7082366
50,3,"Arch Hill, Auckland City New Zealand",Arch Hill,Auckland City New Zealand,Café,Bar,Thai Restaurant,Chinese Restaurant,Bakery,Burger Joint,Market,Park,Mexican Restaurant,Middle Eastern Restaurant,-36.8660924,174.7459717
51,0,"Archerfield, Brisbane",Archerfield,Brisbane,Furniture / Home Store,Juice Bar,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,-27.5693838,153.0057324
52,0,"Arden Heights, New York City US",Arden Heights,New York City US,Coffee Shop,Pharmacy,Lawyer,Pizza Place,Farm,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,40.54928582,-74.18588675
53,0,"Arleta, Los Angeles US",Arleta,Los Angeles US,Movie Theater,Historic Site,Zoo Exhibit,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,34.2413266,-118.4322047
54,0,"Arlington Heights, Los Angeles US",Arlington Heights,Los Angeles US,Liquor Store,Latin American Restaurant,Café,Donut Shop,Restaurant,Dance Studio,Seafood Restaurant,Rental Car Location,Grocery Store,Convenience Store,34.0434937,-118.3213735
55,0,"Arlington, New York City US",Arlington,New York City US,Bus Stop,American Restaurant,Deli / Bodega,Boat or Ferry,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,40.6353251,-74.1651042
56,0,"Arrochar, New York City US",Arrochar,New York City US,Italian Restaurant,Deli / Bodega,Bus Stop,Mediterranean Restaurant,Sandwich Place,Pizza Place,Athletics & Sports,Polish Restaurant,Hotel,Middle Eastern Restaurant,40.59631257,-74.06712363
57,0,"Arts District, Los Angeles US",Arts District,Los Angeles US,Coffee Shop,Italian Restaurant,Art Gallery,Beer Garden,Climbing Gym,Smoothie Shop,Clothing Store,Cocktail Bar,Men's Store,Ice Cream Shop,34.0412389,-118.2344503
58,0,"Arverne, New York City US",Arverne,New York City US,Surf Spot,Sandwich Place,Metro Station,Playground,Coffee Shop,Donut Shop,Pizza Place,Bus Stop,Thai Restaurant,Wine Shop,40.58914394,-73.79199233
59,0,"Ascot, Brisbane",Ascot,Brisbane,Pizza Place,Burger Joint,Train Station,Clothing Store,Thai Restaurant,Flea Market,Café,Grocery Store,Breakfast Spot,Bakery,-27.4318955,153.0630132
60,3,"Ashgrove, Brisbane",Ashgrove,Brisbane,Café,Supermarket,Farmers Market,Sandwich Place,Fruit & Vegetable Store,Sports Club,Bar,Convenience Store,Thai Restaurant,Pizza Place,-27.445076,152.993363
61,3,"Ashok Nagar, New Delhi India",Ashok Nagar,New Delhi India,Fast Food Restaurant,Ice Cream Shop,Café,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Zoo Exhibit,28.6360207,77.101822
62,2,"Ashok Vihar, New Delhi India",Ashok Vihar,New Delhi India,Bakery,Indian Restaurant,Diner,Butcher,Fish Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,28.6994533,77.1848256
63,0,"Aspley, Brisbane",Aspley,Brisbane,Supermarket,Department Store,Fast Food Restaurant,Sushi Restaurant,Ice Cream Shop,Pharmacy,Bakery,Electronics Store,Shopping Mall,Gym,-27.3628522,153.0164177
64,0,"Astoria Heights, New York City US",Astoria Heights,New York City US,Bakery,Bus Station,Plaza,Playground,Hostel,Pizza Place,Bowling Alley,Supermarket,Italian Restaurant,Burger Joint,40.77031739,-73.89467996
65,0,"Astoria, New York City US",Astoria,New York City US,Bar,Middle Eastern Restaurant,Hookah Bar,Greek Restaurant,Deli / Bodega,Seafood Restaurant,Indian Restaurant,Mediterranean Restaurant,Bakery,Pub,40.76850859,-73.91565374
66,0,"Atwater Village, Los Angeles US",Atwater Village,Los Angeles US,Pizza Place,Vietnamese Restaurant,Coffee Shop,Liquor Store,Record Shop,Arts & Crafts Store,Latin American Restaurant,Chinese Restaurant,Hot Dog Joint,Bookstore,34.1186975,-118.2623924
67,0,"Auburndale, New York City US",Auburndale,New York City US,Pet Store,Korean Restaurant,Fast Food Restaurant,Hookah Bar,Discount Store,Gymnastics Gym,Mobile Phone Shop,Pharmacy,American Restaurant,Miscellaneous Shop,40.76172955,-73.79176244
68,3,"Auchenflower, Brisbane",Auchenflower,Brisbane,Restaurant,Café,Basketball Court,Pizza Place,Thai Restaurant,Mexican Restaurant,Football Stadium,Film Studio,Event Space,Exhibit,-27.4743727,152.995695
69,0,"Auckland CBD, Auckland City New Zealand",Auckland CBD,Auckland City New Zealand,Hotel,Café,Japanese Restaurant,Food Court,Bistro,Bagel Shop,Ice Cream Shop,Coffee Shop,Dessert Shop,Italian Restaurant,-36.848911,174.7652256
70,3,"Avondale, Auckland City New Zealand",Avondale,Auckland City New Zealand,Park,Café,Convenience Store,Bed & Breakfast,Fried Chicken Joint,Chinese Restaurant,Bus Station,Fast Food Restaurant,Cosmetics Shop,Beach,-43.5029022,172.6874181
70,3,"Avondale, Auckland City New Zealand",Avondale,Auckland City New Zealand,Park,Café,Convenience Store,Bed & Breakfast,Fried Chicken Joint,Chinese Restaurant,Bus Station,Fast Food Restaurant,Cosmetics Shop,Beach,-36.8930582,174.692814
71,3,"Avondale, Christchurch New Zealand",Avondale,Christchurch New Zealand,Park,Café,Convenience Store,Bed & Breakfast,Fried Chicken Joint,Chinese Restaurant,Bus Station,Fast Food Restaurant,Cosmetics Shop,Beach,-43.5029022,172.6874181
71,3,"Avondale, Christchurch New Zealand",Avondale,Christchurch New Zealand,Park,Café,Convenience Store,Bed & Breakfast,Fried Chicken Joint,Chinese Restaurant,Bus Station,Fast Food Restaurant,Cosmetics Shop,Beach,-36.8930582,174.692814
72,0,"Avonhead, Christchurch New Zealand",Avonhead,Christchurch New Zealand,Pub,Bookstore,Fish & Chips Shop,Park,Bakery,Fabric Shop,Factory,Falafel Restaurant,Farm,Fish Market,-43.5198723,172.5563302
73,3,"Avonside, Christchurch New Zealand",Avonside,Christchurch New Zealand,Café,Construction & Landscaping,Gym,Park,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Zoo Exhibit,-43.4945791,172.7083464
74,0,"Ba Đình, Hanoi Vietnam",Ba Đình,Hanoi Vietnam,Coffee Shop,Café,Massage Studio,Rock Club,Vietnamese Restaurant,Japanese Restaurant,History Museum,Lake,Bistro,Venezuelan Restaurant,21.0363054,105.8289861
75,1,"Babarpur, New Delhi India",Babarpur,New Delhi India,Gift Shop,Park,Electronics Store,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Zoo Exhibit,28.6874305,77.2797551
76,4,"Badarpur, New Delhi India",Badarpur,New Delhi India,ATM,Train Station,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,28.4931698,77.3030239
77,2,"Bald Hills, Brisbane",Bald Hills,Brisbane,Indian Restaurant,Entertainment Service,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,-27.3107173,153.0124269
78,1,"Baldwin Hills/Crenshaw, Los Angeles US",Baldwin Hills/Crenshaw,Los Angeles US,Park,Trail,Zoo Exhibit,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,34.0075684,-118.3505956
79,0,"Bali Nagar, New Delhi India",Bali Nagar,New Delhi India,Light Rail Station,Ice Cream Shop,Chinese Restaurant,Pizza Place,Shoe Store,Metro Station,Food Truck,Field,Ethiopian Restaurant,Fraternity House,28.6541384,77.128178
80,0,"Balmoral, Auckland City New Zealand",Balmoral,Auckland City New Zealand,Thai Restaurant,Chinese Restaurant,Park,Asian Restaurant,Coffee Shop,Dumpling Restaurant,Mediterranean Restaurant,Udon Restaurant,Dessert Shop,Convenience Store,-36.8892046,174.7486941
81,0,"Balmoral, Brisbane",Balmoral,Brisbane,Gift Shop,Fish Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,Zoo Exhibit,-27.4559074,153.0664859
82,0,"Baluwatar, Kathmandu Nepal",Baluwatar,Kathmandu Nepal,Asian Restaurant,Restaurant,Hotel,Coffee Shop,Café,Italian Restaurant,Bar,Spanish Restaurant,Bakery,Hostel,27.7246028,85.3310167
83,0,"Bandar Tun Razak, Kuala Lumpur Malaysia",Bandar Tun Razak,Kuala Lumpur Malaysia,Gas Station,Smoke Shop,Gym / Fitness Center,Accessories Store,Malay Restaurant,Chinese Restaurant,Bakery,Snack Place,Fast Food Restaurant,Convenience Store,3.0896947,101.7124671
84,3,"Baneshwor, Kathmandu Nepal",Baneshwor,Kathmandu Nepal,Restaurant,Café,Asian Restaurant,Coffee Shop,Hotel,Italian Restaurant,Bar,Historic Site,Bakery,Eastern European Restaurant,27.69623425,85.32942424
85,3,"Banyo, Brisbane",Banyo,Brisbane,Café,Mediterranean Restaurant,Train Station,Zoo Exhibit,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-27.3760218,153.0771634
86,0,"Baoshan District, Shanghai China",Baoshan District,Shanghai China,Coffee Shop,Metro Station,Fast Food Restaurant,Shopping Mall,Hotel,Stadium,Supermarket,Pizza Place,Art Museum,Park,31.4066338,121.4851577
87,2,"Barakhamba Road, New Delhi India",Barakhamba Road,New Delhi India,Indian Restaurant,Historic Site,Tea Room,BBQ Joint,Hotel Bar,Asian Restaurant,Salon / Barbershop,Bar,Gastropub,Food Stand,28.6295894,77.2251378
88,3,"Barangaroo, Sydney",Barangaroo,Sydney,Café,Hotel,Coffee Shop,Speakeasy,Park,Australian Restaurant,Pub,Italian Restaurant,Bakery,Hotel Bar,-33.8614084,151.2016877
89,3,"Bardon, Brisbane",Bardon,Brisbane,Gym,Café,Bowling Green,Convenience Store,Zoo Exhibit,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,-27.4593968,152.9803388
90,0,"Bath Beach, New York City US",Bath Beach,New York City US,Pharmacy,Sushi Restaurant,Fast Food Restaurant,Italian Restaurant,Gas Station,Pizza Place,Bubble Tea Shop,Chinese Restaurant,Bank,Middle Eastern Restaurant,40.5995187,-73.99875221
91,0,"Battery Park City, New York City US",Battery Park City,New York City US,Park,Hotel,Gym,Memorial Site,Wine Shop,Plaza,Boat or Ferry,Coffee Shop,Burger Joint,Shopping Mall,40.71193198,-74.01686931
92,0,"Batu, Kuala Lumpur Malaysia",Batu,Kuala Lumpur Malaysia,Malay Restaurant,Chinese Restaurant,Asian Restaurant,Food Truck,Seafood Restaurant,Flea Market,Nightclub,Food Court,Thai Restaurant,BBQ Joint,3.2018234,101.6710223
93,0,"Bawana, New Delhi India",Bawana,New Delhi India,Playground,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,28.79966,77.0328847
94,0,"Bay Ridge, New York City US",Bay Ridge,New York City US,Italian Restaurant,Spa,Pizza Place,Grocery Store,Bar,Greek Restaurant,Chinese Restaurant,American Restaurant,Cosmetics Shop,Hookah Bar,40.62580107,-74.03062069
95,0,"Bay Terrace, New York City US",Bay Terrace,New York City US,Clothing Store,Supermarket,Donut Shop,Women's Store,Kids Store,Shoe Store,American Restaurant,Cosmetics Shop,Lingerie Store,Mobile Phone Shop,40.78284281,-73.77680223
95,0,"Bay Terrace, New York City US",Bay Terrace,New York City US,Clothing Store,Supermarket,Donut Shop,Women's Store,Kids Store,Shoe Store,American Restaurant,Cosmetics Shop,Lingerie Store,Mobile Phone Shop,40.55398801,-74.13916622
96,0,"Baychester, New York City US",Baychester,New York City US,Discount Store,Donut Shop,Bank,Men's Store,Baseball Field,Pet Store,Mattress Store,Electronics Store,Fast Food Restaurant,Pizza Place,40.86685811,-73.8357976
97,0,"Bayside, New York City US",Bayside,New York City US,Bar,Pub,American Restaurant,Sushi Restaurant,Indian Restaurant,Pizza Place,Mexican Restaurant,Greek Restaurant,Bakery,Donut Shop,40.76604063,-73.77427363
98,1,"Bayswater, New York City US",Bayswater,New York City US,Construction & Landscaping,Park,Playground,Falafel Restaurant,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,40.61132169,-73.76596781
99,3,"Beachwood Canyon, Los Angeles US",Beachwood Canyon,Los Angeles US,Trail,Gym / Fitness Center,Café,Speakeasy,Zoo Exhibit,Farmers Market,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,34.1222919,-118.3213845
100,3,"Beaconsfield, Sydney",Beaconsfield,Sydney,Café,Bakery,Coffee Shop,Italian Restaurant,Electronics Store,Furniture / Home Store,Sporting Goods Shop,Australian Restaurant,Rental Car Location,Gym,-33.9114691,151.200315
101,0,"Beckenham, Christchurch New Zealand",Beckenham,Christchurch New Zealand,Park,Restaurant,Bar,Coffee Shop,Italian Restaurant,Burger Joint,Vietnamese Restaurant,Sushi Restaurant,Trail,Sports Bar,-43.5636661,172.6433613
102,0,"Bedford Park, New York City US",Bedford Park,New York City US,Pizza Place,Diner,Chinese Restaurant,Deli / Bodega,Mexican Restaurant,Supermarket,Fried Chicken Joint,Food Truck,Spanish Restaurant,Sandwich Place,40.87018516,-73.88551218
103,0,"Bedford Stuyvesant, New York City US",Bedford Stuyvesant,New York City US,Coffee Shop,Café,Bar,Pizza Place,Japanese Restaurant,Tiki Bar,Cocktail Bar,Bagel Shop,Basketball Court,Park,40.68723161,-73.94178489
104,0,"Beechhurst, New York City US",Beechhurst,New York City US,Chinese Restaurant,Deli / Bodega,Shopping Mall,Pizza Place,Gym / Fitness Center,Boutique,Donut Shop,Optical Shop,Dessert Shop,Supermarket,40.7927814,-73.80436452
105,0,"Beijing CBD, Beijing China",Beijing CBD,Beijing China,Hotel,Café,Chinese Restaurant,Coffee Shop,Hotel Bar,Cocktail Bar,Restaurant,Sushi Restaurant,Lounge,Gym / Fitness Center,39.905,116.4519
106,0,"Beixinqiao Subdistrict, Beijing China",Beixinqiao Subdistrict,Beijing China,Chinese Restaurant,Hotel,Fast Food Restaurant,Coffee Shop,Japanese Restaurant,Russian Restaurant,Shopping Mall,Theater,Grocery Store,Cocktail Bar,39.9424,116.4244
107,0,"Bel Air, Los Angeles US",Bel Air,Los Angeles US,Dive Bar,Ethiopian Restaurant,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,34.0988833,-118.4598811
108,1,"Belfast, Christchurch New Zealand",Belfast,Christchurch New Zealand,Fast Food Restaurant,Park,Diner,Athletics & Sports,Field,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Zoo Exhibit,-43.44888,172.630454
109,0,"Bellaire, New York City US",Bellaire,New York City US,Chinese Restaurant,Breakfast Spot,IT Services,Moving Target,Gym,Coffee Shop,Convenience Store,Laundromat,Bus Station,Italian Restaurant,40.73301404,-73.73889199
110,3,"Bellbowrie, Brisbane",Bellbowrie,Brisbane,Shopping Mall,Office,Gym,Fast Food Restaurant,Supermarket,Bus Station,Café,Pizza Place,Zoo Exhibit,Filipino Restaurant,-27.5619254,152.8855689
111,0,"Belle Harbor, New York City US",Belle Harbor,New York City US,Beach,Deli / Bodega,Spa,Pub,Mexican Restaurant,Chinese Restaurant,Pharmacy,Italian Restaurant,Bakery,Bagel Shop,40.57615557,-73.8540175
112,0,"Bellerose, New York City US",Bellerose,New York City US,Pizza Place,Italian Restaurant,Flower Shop,Pub,Diner,Motel,American Restaurant,Wine Shop,Donut Shop,Deli / Bodega,40.72857318,-73.72012815
113,0,"Belmont, Brisbane",Belmont,Brisbane,Grocery Store,Pub,Shopping Mall,Bakery,Fountain,Falafel Restaurant,Filipino Restaurant,Field,Fast Food Restaurant,French Restaurant,-27.48406505,153.1261181
114,0,"Belmont, New York City US",Belmont,New York City US,Italian Restaurant,Pizza Place,Deli / Bodega,Bakery,Bank,Grocery Store,Dessert Shop,Donut Shop,Shoe Store,Mexican Restaurant,40.8572771,-73.88845196
115,1,"Benedict Canyon, Los Angeles US",Benedict Canyon,Los Angeles US,Park,Zoo Exhibit,Cuban Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,34.0447702,-118.4000223
116,0,"Bensonhurst, New York City US",Bensonhurst,New York City US,Chinese Restaurant,Donut Shop,Italian Restaurant,Sushi Restaurant,Ice Cream Shop,Grocery Store,Park,Bar,Pizza Place,Shabu-Shabu Restaurant,40.6110089,-73.99517998
